!SIL 1.0	sil
ambasadorem 1.0	a m b a s a d o* r e m
ambasadorzy 1.0	a m b a s a d o* Z I
ambasady 1.0	a m b a s a* d I
ambasadą 1.0	a m b a s a* d o m
ambasadą 1.0	a m b a s a* d on
ambicja 1.0	a m b i* ts j a
ambicje 1.0	a m b i* ts j e
ambicji 1.0	a m b i* ts i
ambicji 1.0	a m b i* ts j i
ambicją 1.0	a m b i* ts j o m
ambicją 1.0	a m b i* ts j on
ambicję 1.0	a m b i* ts j e
ambicję 1.0	a m b i* ts j en
ambitne 1.0	a m b i* t n e
ambitny 1.0	a m b i* t n I
ambitnych 1.0	a m b i* t n I x
ambitnym 1.0	a m b i* t n I m
ambon 1.0	a* m b o n
ambony 1.0	a m b o* n I
ambulatoryjnych 1.0	a m b u l a t o r I* j n I x
amelii 1.0	a m e* l i
amelii 1.0	a m e* l j i
amen 1.0	a* m e n
ameryce 1.0	a m e r I* ts e
ameryk 1.0	a m e* r I k
ameryka 1.0	a m e* r I k a
amerykanie 1.0	a m e r I k a* ni e
amerykanin 1.0	a m e r I k a* ni i n
amerykanina 1.0	a m e r I k a ni i* n a
amerykaninem 1.0	a m e r I k a ni i* n e m
amerykanom 1.0	a m e r I k a* n o m
amerykanów 1.0	a m e r I k a* n u f
amerykanów 1.0	a m e r I k a* n u v
amerykańscy 1.0	a m e r I k a* ni s ts I
amerykańska 1.0	a m e r I k a* ni s k a
amerykański 1.0	a m e r I k a* ni s k i
amerykańskich 1.0	a m e r I k a* ni s k i x
amerykańskie 1.0	a m e r I k a* ni s k j e
amerykańskiego 1.0	a m e r I k a ni s k i* e* g o
amerykańskiej 1.0	a m e r I k a* ni s k j e j
amerykańskiemu 1.0	a m e r I k a ni s k i* e* m u
amerykańskim 1.0	a m e r I k a* ni s k i m
amerykańskimi 1.0	a m e r I k a ni s k i* m i
amerykańskorosyjskich 1.0	a m e r I k a ni s k o r o s I* j s k i x
amerykańską 1.0	a m e r I k a* ni s k o m
amerykańską 1.0	a m e r I k a* ni s k on
ameryki 1.0	a m e r I* k i
amerykę 1.0	a m e r I* k e
amerykę 1.0	a m e r I* k en
amfetaminę 1.0	a m f e t a m i* n e
amfetaminę 1.0	a m f e t a m i* n en
amfiteatr 1.0	a m f i t e* a t r
amfiteatrów 1.0	a m f i t e* a t r u f
amfiteatrów 1.0	a m f i t e* a t r u v
amfor 1.0	a* m f o r
amfory 1.0	a m f o* r I
amice 1.0	a m i* ts e
amidyzmu 1.0	a m i d I* z m u
amin 1.0	a* m i n
amina 1.0	a m i* n a
amnestii 1.0	a m n e* s t i
amnestii 1.0	a m n e* s t j i
amnezja 1.0	a m n e* z j a
amniocenteza 1.0	a m ni o ts e n t e* z a
amok 1.0	a* m o k
amoku 1.0	a m o* k u
amolu 1.0	a m o* l u
amoralni 1.0	a m o r a* l ni i
amortyzacyjnych 1.0	a m o r t I z a ts I* j n I x
amortyzował 1.0	a m o r t I z o* v a w
amplitudach 1.0	a m p l i t u* d a x
amplitudę 1.0	a m p l i t u* d e
amplitudę 1.0	a m p l i t u* d en
amputacji 1.0	a m p u t a* ts i
amputacji 1.0	a m p u t a* ts j i
ampułkach 1.0	a m p u* w k a x
amrit 1.0	a* m r i t
amsterdam 1.0	a m s t e* r d a m
amsterdamie 1.0	a m s t e r d a* m j e
amsterdamu 1.0	a m s t e r d a* m u
amunicja 1.0	a m u ni i* ts j a
amunicji 1.0	a m u ni i* ts i
amunicji 1.0	a m u ni i* ts j i
amunicję 1.0	a m u ni i* ts j e
amunicję 1.0	a m u ni i* ts j en
ana 1.0	a* n a
anachroniczny 1.0	a n a x r o ni i* tS n I
anachronicznych 1.0	a n a x r o ni i* tS n I x
analfabeci 1.0	a n a l f a b e* tsi i
analfabetami 1.0	a n a l f a b e t a* m i
analfabetyzm 1.0	a n a l f a b e* t I z m
analfabetów 1.0	a n a l f a b e* t u f
analfabetów 1.0	a n a l f a b e* t u v
analitycy 1.0	a n a l i t I* ts I
analityczki 1.0	a n a l i t I* tS k i
analityczne 1.0	a n a l i t I* tS n e
analitycznych 1.0	a n a l i t I* tS n I x
analityk 1.0	a n a l i* t I k
analityków 1.0	a n a l i t I* k u f
analityków 1.0	a n a l i t I* k u v
analiz 1.0	a n a* l i s
analiz 1.0	a n a* l i z
analiza 1.0	a n a l i* z a
analizami 1.0	a n a l i z a* m i
analizie 1.0	a n a l i* zi e
analizowane 1.0	a n a l i z o v a* n e
analizowanie 1.0	a n a l i z o v a* ni e
analizowaniu 1.0	a n a l i z o v a* ni u
analizować 1.0	a n a l i z o* v a tsi
analizował 1.0	a n a l i z o* v a w
analizuje 1.0	a n a l i z u* j e
analizujemy 1.0	a n a l i z u j e* m I
analizują 1.0	a n a l i z u* j o m
analizują 1.0	a n a l i z u* j on
analizując 1.0	a n a l i z u* j o n ts
analizując 1.0	a n a l i z u* j on ts
analizująca 1.0	a n a l i z u j on* ts a
analizujące 1.0	a n a l i z u j on* ts e
analizujący 1.0	a n a l i z u j on* ts I
analizy 1.0	a n a l i* z I
analizą 1.0	a n a l i* z o m
analizą 1.0	a n a l i* z on
analizę 1.0	a n a l i* z e
analizę 1.0	a n a l i* z en
analogia 1.0	a n a l o* g j a
analogicznego 1.0	a n a l o g i tS n e* g o
analogicznie 1.0	a n a l o g i* tS ni e
analogiczny 1.0	a n a l o g i* tS n I
analogii 1.0	a n a l o* g i
analogii 1.0	a n a l o* g j i
analogowej 1.0	a n a l o g o* v e j
analogowym 1.0	a n a l o g o* v I m
ananasa 1.0	a n a n a* s a
ananasowe 1.0	a n a n a s o* v e
anarchii 1.0	a n a* r x i
anarchii 1.0	a n a* r x j i
anarchistycznie 1.0	a n a r x i s t I* tS ni e
anarchiści 1.0	a n a r x i* si tsi i
anatol 1.0	a n a* t o l
anatolij 1.0	a n a t o* l i j
anatolija 1.0	a n a t o l i* j a
anatolijska 1.0	a n a t o l i* j s k a
anatolię 1.0	a n a t o* l j e
anatolię 1.0	a n a t o* l j en
anda 1.0	a* n d a
andegaweńskiej 1.0	a n d e g a v e* ni s k j e j
andersen 1.0	a n d e* r s e n
andersena 1.0	a n d e r s e* n a
andersona 1.0	a n d e r s o* n a
andersowcy 1.0	a n d e r s o* f ts I
andersowcy 1.0	a n d e r s o* v ts I
andersowców 1.0	a n d e r s o* f ts u f
andersowców 1.0	a n d e r s o* f ts u v
andersowców 1.0	a n d e r s o* v ts u f
andersowców 1.0	a n d e r s o* v ts u v
andory 1.0	a n d o* r I
andrea 1.0	a* n d r e a
android 1.0	a n d r o* i d
android 1.0	a n d r o* i t
androida 1.0	a n d r o* i d a
andropauzy 1.0	a n d r o p a* u* z I
andrus 1.0	a* n d r u s
andrzej 1.0	a* n d Z e j
andrzeja 1.0	a n d Z e* j a
andrzejem 1.0	a n d Z e* j e m
andrzejowi 1.0	a n d Z e j o* v i
anegdotkę 1.0	a n e g d o* t k e
anegdotkę 1.0	a n e g d o* t k en
aneks 1.0	a* n e k s
aneksach 1.0	a n e* k s a x
aneksami 1.0	a n e k s a* m i
aneksem 1.0	a n e* k s e m
aneksu 1.0	a n e* k s u
anektuje 1.0	a n e k t u* j e
anemią 1.0	a n e* m j o m
anemią 1.0	a n e* m j on
anestetyki 1.0	a n e s t e t I* k i
aneta 1.0	a n e* t a
angaż 1.0	a* n g a S
angaż 1.0	a* n g a Z
angażowaliśmy 1.0	a n g a Z o v a* l i si m I
angażowania 1.0	a n g a Z o v a* ni a
angażować 1.0	a n g a Z o* v a tsi
angażuje 1.0	a n g a Z u* j e
angażują 1.0	a n g a Z u* j o m
angażują 1.0	a n g a Z u* j on
angażując 1.0	a n g a Z u* j o n ts
angażując 1.0	a n g a Z u* j on ts
angeles 1.0	a n dZ a* l i s
angeli 1.0	a n g e* l i
angielska 1.0	a n g i* e* l s k a
angielski 1.0	a n g i* e* l s k i
angielskich 1.0	a n g i* e* l s k i x
angielskie 1.0	a n g i* e* l s k j e
angielskiego 1.0	a n g j e l s k i* e* g o
angielskiej 1.0	a n g i* e* l s k j e j
angielskim 1.0	a n g i* e* l s k i m
angielsko 1.0	a n g i* e* l s k o
angielskość 1.0	a n g i* e* l s k o si tsi
angielsku 1.0	a n g i* e* l s k u
angielszczyzną 1.0	a n g j e l S tS I* z n o m
angielszczyzną 1.0	a n g j e l S tS I* z n on
anginę 1.0	a n g i* n e
anginę 1.0	a n g i* n en
anglia 1.0	a* n g l j a
anglicy 1.0	a n g l i* ts I
anglii 1.0	a* n g l i
anglii 1.0	a* n g l j i
anglik 1.0	a* n g l i k
anglikami 1.0	a n g l i k a* m i
anglikom 1.0	a n g l i* k o m
anglią 1.0	a* n g l j o m
anglią 1.0	a* n g l j on
anglię 1.0	a* n g l j e
anglię 1.0	a* n g l j en
anglojęzycznych 1.0	a n g l o j e n z I* tS n I x
anglojęzycznych 1.0	a n g l o j en z I* tS n I x
anglosaskiej 1.0	a n g l o s a* s k j e j
angola 1.0	a n g o* l a
angolańczykami 1.0	a n g o l a ni tS I k a* m i
angolańczykiem 1.0	a n g o l a ni tS I* k j e m
angolańskich 1.0	a n g o l a* ni s k i x
angoli 1.0	a n g o* l i
angolę 1.0	a n g o* l e
angolę 1.0	a n g o* l en
ani 1.0	a* ni i
ania 1.0	a* ni a
anielską 1.0	a ni i* e* l s k o m
anielską 1.0	a ni i* e* l s k on
anieżeli 1.0	a ni e Z e* l i
anieżeli 1.0	a ni j e Z e* l i
animacjami 1.0	a ni i m a ts j a* m i
animacji 1.0	a ni i m a* ts i
animacji 1.0	a ni i m a* ts j i
animizm 1.0	a ni i* m i z m
animowana 1.0	a ni i m o v a* n a
animowane 1.0	a ni i m o v a* n e
animozji 1.0	a ni i m o* z i
animozji 1.0	a ni i m o* z j i
anin 1.0	a* ni i n
aniołem 1.0	a ni i* o* w e m
aniołowie 1.0	a ni j o w o* v j e
aniołowie 1.0	a ni o w o* v j e
anioły 1.0	a ni i* o* w I
aniżeli 1.0	a ni i Z e* l i
anka 1.0	a* n k a
ankiecie 1.0	a n k i* e* tsi e
ankiet 1.0	a* n k j e t
ankieta 1.0	a n k i* e* t a
ankietowanych 1.0	a n k j e t o v a* n I x
ankiety 1.0	a n k i* e* t I
ankietę 1.0	a n k i* e* t e
ankietę 1.0	a n k i* e* t en
anna 1.0	a* n n a
anny 1.0	a* n n I
anody 1.0	a n o* d I
anodyna 1.0	a n o d I* n a
anomalia 1.0	a n o m a* l j a
anomalii 1.0	a n o m a* l i
anomalii 1.0	a n o m a* l j i
anonimowa 1.0	a n o ni i m o* v a
anonimowe 1.0	a n o ni i m o* v e
anonimowego 1.0	a n o ni i m o v e* g o
anonimowi 1.0	a n o ni i m o* v i
anonimowości 1.0	a n o ni i m o v o* si tsi i
anonimowością 1.0	a n o ni i m o v o* si tsi o m
anonimowością 1.0	a n o ni i m o v o* si tsi on
anonimowość 1.0	a n o ni i m o* v o si tsi
anonimowy 1.0	a n o ni i m o* v I
anonimy 1.0	a n o ni i* m I
anrepa 1.0	a n r e* p a
ansa 1.0	a* n s a
antagonista 1.0	a n t a g o* ni i s t a
antagonizm 1.0	a n t a g o* ni i z m
antagonizmach 1.0	a n t a g o ni i* z m a x
antagonizmu 1.0	a n t a g o ni i* z m u
antagonizmy 1.0	a n t a g o ni i* z m I
antagonizmów 1.0	a n t a g o ni i* z m u f
antagonizmów 1.0	a n t a g o ni i* z m u v
antarktydę 1.0	a n t a r k t I* d e
antarktydę 1.0	a n t a r k t I* d en
antek 1.0	a* n t e k
anten 1.0	a* n t e n
antena 1.0	a n t e* n a
antenie 1.0	a n t e* ni e
antenowy 1.0	a n t e n o* v I
anteny 1.0	a n t e* n I
anteną 1.0	a n t e* n o m
anteną 1.0	a n t e* n on
antka 1.0	a* n t k a
antoni 1.0	a n t o* ni i
antonia 1.0	a n t o* ni a
antoniego 1.0	a n t o ni i* e* g o
antonim 1.0	a n t o* ni i m
antrakt 1.0	a* n t r a k t
antropolodzy 1.0	a n t r o p o l o* dz I
antropologia 1.0	a n t r o p o l o* g j a
antropologiczna 1.0	a n t r o p o l o g i* tS n a
antropologii 1.0	a n t r o p o l o* g i
antropologii 1.0	a n t r o p o l o* g j i
antwerpii 1.0	a n t f e* r p i
antwerpii 1.0	a n t f e* r p j i
anty 1.0	a* n t I
antybolszewickiej 1.0	a n t I b o l S e v i* ts k j e j
antycznej 1.0	a n t I* tS n e j
antyczny 1.0	a n t I* tS n I
antycznych 1.0	a n t I* tS n I x
antyfaszyści 1.0	a n t I f a S I* si tsi i
antyhitlerowskiego 1.0	a n t I x i t l e r o f s k i* e* g o
antyhitlerowskiego 1.0	a n t I x i t l e r o v s k i* e* g o
antyklerykalizm 1.0	a n t I k l e r I k a* l i z m
antyklerykalizmie 1.0	a n t I k l e r I k a l i* z m j e
antyklerykalizmu 1.0	a n t I k l e r I k a l i* z m u
antyklerykalni 1.0	a n t I k l e r I k a* l ni i
antyklerykałów 1.0	a n t I k l e r I k a* w u f
antyklerykałów 1.0	a n t I k l e r I k a* w u v
antykomunistami 1.0	a n t I k o m u ni i s t a* m i
antykomunistycznego 1.0	a n t I k o m u ni i s t I tS n e* g o
antykomunistycznej 1.0	a n t I k o m u ni i s t I* tS n e j
antykomunistą 1.0	a n t I k o m u ni i* s t o m
antykomunistą 1.0	a n t I k o m u ni i* s t on
antykomunizm 1.0	a n t I k o m u* ni i z m
antykomunizmu 1.0	a n t I k o m u ni i* z m u
antykoncepcja 1.0	a n t I k o n ts e* p ts j a
antykoncepcji 1.0	a n t I k o n ts e* p ts i
antykoncepcji 1.0	a n t I k o n ts e* p ts j i
antykoncepcję 1.0	a n t I k o n ts e* p ts j e
antykoncepcję 1.0	a n t I k o n ts e* p ts j en
antykoncepcyjna 1.0	a n t I k o n ts e p ts I* j n a
antykoncepcyjne 1.0	a n t I k o n ts e p ts I* j n e
antykorozyjnego 1.0	a n t I k o r o z I j n e* g o
antykorupcyjne 1.0	a n t I k o r u p ts I* j n e
antykorupcyjnego 1.0	a n t I k o r u p ts I j n e* g o
antykościelnej 1.0	a n t I k o si tsi i* e* l n e j
antykwariaty 1.0	a n t I k f a r i* a* t I
antykwarski 1.0	a n t I k f a* r s k i
antykwarskim 1.0	a n t I k f a* r s k i m
antykwarycznym 1.0	a n t I k f a r I* tS n I m
antylach 1.0	a n t I* l a x
antylustracyjny 1.0	a n t I l u s t r a ts I* j n I
antymonopolowa 1.0	a n t I m o n o p o l o* v a
antymonopolowego 1.0	a n t I m o n o p o l o v e* g o
antymonowy 1.0	a n t I m o n o* v I
antynarkotykową 1.0	a n t I n a r k o t I k o* v o m
antynarkotykową 1.0	a n t I n a r k o t I k o* v on
antypatyczny 1.0	a n t I p a t I* tS n I
antyprezydenckie 1.0	a n t I p r e z I d e* n ts k j e
antyrakietowej 1.0	a n t I r a k j e t o* v e j
antyrakietową 1.0	a n t I r a k j e t o* v o m
antyrakietową 1.0	a n t I r a k j e t o* v on
antyrządowa 1.0	a n t I Z o n d o* v a
antyrządowa 1.0	a n t I Z on d o* v a
antyrządowych 1.0	a n t I Z o n d o* v I x
antyrządowych 1.0	a n t I Z on d o* v I x
antysemickich 1.0	a n t I s e m i* ts k i x
antysemityzmu 1.0	a n t I s e m i t I* z m u
antysemitów 1.0	a n t I s e m i* t u f
antysemitów 1.0	a n t I s e m i* t u v
antytargowej 1.0	a n t I t a r g o* v e j
antyterrorystycznej 1.0	a n t I t e r o r I s t I* tS n e j
antyterrorystycznej 1.0	a n t I t e r r o r I s t I* tS n e j
antytezą 1.0	a n t I t e* z o m
antytezą 1.0	a n t I t e* z on
antytotalitarnego 1.0	a n t I t o t a l i t a r n e* g o
antytotalitarnej 1.0	a n t I t o t a l i t a* r n e j
antywartości 1.0	a n t I v a r t o* si tsi i
antywarunki 1.0	a n t I v a r u* n k i
antywłamaniowego 1.0	a n t I v w a m a ni j o v e* g o
antywłamaniowego 1.0	a n t I v w a m a ni o v e* g o
anulował 1.0	a n u l o* v a w
anwilu 1.0	a n v i* l u
apanaży 1.0	a p a n a* Z I
aparacie 1.0	a p a r a* tsi e
aparat 1.0	a p a* r a t
aparatczyk 1.0	a p a r a* t tS I k
aparatem 1.0	a p a r a* t e m
aparatowi 1.0	a p a r a t o* v i
aparatu 1.0	a p a r a* t u
aparatura 1.0	a p a r a t u* r a
aparatury 1.0	a p a r a t u* r I
aparaty 1.0	a p a r a* t I
aparatów 1.0	a p a r a* t u f
aparatów 1.0	a p a r a* t u v
apartament 1.0	a p a r t a* m e n t
apartamentowiec 1.0	a p a r t a m e n t o* v j e ts
apartamentu 1.0	a p a r t a m e* n t u
aparthajdem 1.0	a p a r t x a* j d e m
aparthajdu 1.0	a p a r t x a* j d u
apartheid 1.0	a p a r t x e* i d
apartheid 1.0	a p a r t x e* i t
apatia 1.0	a p a* t j a
apatii 1.0	a p a* t i
apatii 1.0	a p a* t j i
apatię 1.0	a p a* t j e
apatię 1.0	a p a* t j en
apatyczne 1.0	a p a t I* tS n e
apatycznie 1.0	a p a t I* tS ni e
apatyczny 1.0	a p a t I* tS n I
apatyczną 1.0	a p a t I* tS n o m
apatyczną 1.0	a p a t I* tS n on
apel 1.0	a* p e l
apelacja 1.0	a p e l a* ts j a
apelacje 1.0	a p e l a* ts j e
apelacji 1.0	a p e l a* ts i
apelacji 1.0	a p e l a* ts j i
apelacyjnego 1.0	a p e l a ts I j n e* g o
apelacyjnej 1.0	a p e l a ts I* j n e j
apelacyjny 1.0	a p e l a ts I* j n I
apelacyjną 1.0	a p e l a ts I* j n o m
apelacyjną 1.0	a p e l a ts I* j n on
apele 1.0	a p e* l e
apelem 1.0	a p e* l e m
apelują 1.0	a p e l u* j o m
apelują 1.0	a p e l u* j on
apeluję 1.0	a p e l u* j e
apeluję 1.0	a p e l u* j en
apetyczna 1.0	a p e t I* tS n a
apetyczne 1.0	a p e t I* tS n e
apetycznych 1.0	a p e t I* tS n I x
apetyczną 1.0	a p e t I* tS n o m
apetyczną 1.0	a p e t I* tS n on
apetyt 1.0	a p e* t I t
apetytem 1.0	a p e t I* t e m
apetytu 1.0	a p e t I* t u
aplauz 1.0	a* p l a u s
aplauz 1.0	a* p l a u z
aplauz 1.0	a* p l a w s
aplauz 1.0	a* p l a w z
aplauzem 1.0	a p l a* u* z e m
aplikacja 1.0	a p l i k a* ts j a
aplikacjach 1.0	a p l i k a* ts j a x
aplikacjami 1.0	a p l i k a ts j a* m i
aplikacje 1.0	a p l i k a* ts j e
aplikacji 1.0	a p l i k a* ts i
aplikacji 1.0	a p l i k a* ts j i
aplikację 1.0	a p l i k a* ts j e
aplikację 1.0	a p l i k a* ts j en
aplikantom 1.0	a p l i k a* n t o m
apodyktyczna 1.0	a p o d I k t I* tS n a
apokalipsy 1.0	a p o k a l i* p s I
apokaliptyczne 1.0	a p o k a l i p t I* tS n e
apolityczności 1.0	a p o l i t I tS n o* si tsi i
apoloniusz 1.0	a p o l o* ni u S
aporty 1.0	a p o* r t I
apostolskiej 1.0	a p o s t o* l s k j e j
apostołów 1.0	a p o s t o* w u f
apostołów 1.0	a p o s t o* w u v
aprecjacja 1.0	a p r e ts j a* ts j a
aprilis 1.0	a p r i* l i s
aprioryczne 1.0	a p r j o r I* tS n e
aprobaty 1.0	a p r o b a* t I
aprobatę 1.0	a p r o b a* t e
aprobatę 1.0	a p r o b a* t en
aprobowaliśmy 1.0	a p r o b o v a* l i si m I
aprobujących 1.0	a p r o b u j on* ts I x
aproksymacji 1.0	a p r o k s I m a* ts i
aproksymacji 1.0	a p r o k s I m a* ts j i
aptece 1.0	a p t e* ts e
apteki 1.0	a p t e* k i
aptekę 1.0	a p t e* k e
aptekę 1.0	a p t e* k en
araba 1.0	a r a* b a
arabach 1.0	a r a* b a x
arabem 1.0	a r a* b e m
arabia 1.0	a r a* b j a
arabii 1.0	a r a* b i
arabii 1.0	a r a* b j i
arabię 1.0	a r a* b j e
arabię 1.0	a r a* b j en
arabowie 1.0	a r a b o* v j e
arabski 1.0	a r a* b s k i
arabski 1.0	a r a* p s k i
arabskich 1.0	a r a* b s k i x
arabskich 1.0	a r a* p s k i x
arabskiego 1.0	a r a b s k i* e* g o
arabskiego 1.0	a r a p s k i* e* g o
arabskiej 1.0	a r a* b s k j e j
arabskiej 1.0	a r a* p s k j e j
arabskim 1.0	a r a* b s k i m
arabskim 1.0	a r a* p s k i m
arabów 1.0	a r a* b u f
arabów 1.0	a r a* b u v
arafata 1.0	a r a f a* t a
araks 1.0	a* r a k s
aranżacjach 1.0	a r a n Z a* ts j a x
aranżacją 1.0	a r a n Z a* ts j o m
aranżacją 1.0	a r a n Z a* ts j on
arbiter 1.0	a r b i* t e r
arbitralnie 1.0	a r b i t r a* l ni e
arbitrażowym 1.0	a r b i t r a Z o* v I m
arbitrem 1.0	a r b i* t r e m
arbitrów 1.0	a r b i* t r u f
arbitrów 1.0	a r b i* t r u v
archaicznego 1.0	a r x a i tS n e* g o
archaicznego 1.0	a r x a j i tS n e* g o
archaicznym 1.0	a r x a i* tS n I m
archarchitekturę 1.0	a r x a r x i t e k t u* r e
archarchitekturę 1.0	a r x a r x i t e k t u* r en
archeolodzy 1.0	a r x e o* l o* dz I
archeologa 1.0	a r x e o* l o* g a
archeologiczne 1.0	a r x e o l o g i* tS n e
archeologiczny 1.0	a r x e o l o g i* tS n I
archeologicznym 1.0	a r x e o l o g i* tS n I m
archeologii 1.0	a r x e o* l o* g i
archeologii 1.0	a r x e o* l o* g j i
archeologię 1.0	a r x e o* l o* g j e
archeologię 1.0	a r x e o* l o* g j en
archeologowie 1.0	a r x e o l o g o* v j e
archimbold 1.0	a r x i* m b o l d
archimbold 1.0	a r x i* m b o l t
archipelag 1.0	a r x i p e* l a g
archipelag 1.0	a r x i p e* l a k
archipelagu 1.0	a r x i p e l a* g u
archipelagów 1.0	a r x i p e l a* g u f
archipelagów 1.0	a r x i p e l a* g u v
architekci 1.0	a r x i t e* k tsi i
architekcie 1.0	a r x i t e* k tsi e
architekt 1.0	a r x i* t e k t
architekta 1.0	a r x i t e* k t a
architektami 1.0	a r x i t e k t a* m i
architektoniczne 1.0	a r x i t e k t o ni i* tS n e
architektonicznego 1.0	a r x i t e k t o ni i tS n e* g o
architektonicznej 1.0	a r x i t e k t o ni i* tS n e j
architektoniczny 1.0	a r x i t e k t o ni i* tS n I
architektonicznych 1.0	a r x i t e k t o ni i* tS n I x
architektoniczną 1.0	a r x i t e k t o ni i* tS n o m
architektoniczną 1.0	a r x i t e k t o ni i* tS n on
architektury 1.0	a r x i t e k t u* r I
architekturze 1.0	a r x i t e k t u* Z e
architektów 1.0	a r x i t e* k t u f
architektów 1.0	a r x i t e* k t u v
archiwa 1.0	a r x i* v a
archiwach 1.0	a r x i* v a x
archiwalna 1.0	a r x i v a* l n a
archiwalnej 1.0	a r x i v a* l n e j
archiwalną 1.0	a r x i v a* l n o m
archiwalną 1.0	a r x i v a* l n on
archiwami 1.0	a r x i v a* m i
archiwistów 1.0	a r x i v i* s t u f
archiwistów 1.0	a r x i v i* s t u v
archiwum 1.0	a r x i* v u m
archiwów 1.0	a r x i* v u f
archiwów 1.0	a r x i* v u v
arcybiskup 1.0	a r ts I b i* s k u p
arcybiskupa 1.0	a r ts I b i s k u* p a
arcybiskupstwo 1.0	a r ts I b i s k u* p s t f o
arcydramatu 1.0	a r ts I d r a m a* t u
arcydzieł 1.0	a r ts I dzi i* e* w
arcydzieła 1.0	a r ts I dzi i* e* w a
arcyksiążę 1.0	a r ts I k si i* on* Z e
arcyksiążę 1.0	a r ts I k si i* on* Z en
arcyświetne 1.0	a r ts I si f i* e* t n e
arenie 1.0	a r e* ni e
arent 1.0	a* r e n t
arenę 1.0	a r e* n e
arenę 1.0	a r e* n en
areszcie 1.0	a r e* S tsi e
areszt 1.0	a* r e S t
aresztowani 1.0	a r e S t o v a* ni i
aresztowania 1.0	a r e S t o v a* ni a
aresztowanie 1.0	a r e S t o v a* ni e
aresztowaniem 1.0	a r e S t o v a* ni e m
aresztowaniu 1.0	a r e S t o v a* ni u
aresztowano 1.0	a r e S t o v a* n o
aresztowany 1.0	a r e S t o v a* n I
aresztowanych 1.0	a r e S t o v a* n I x
aresztowanym 1.0	a r e S t o v a* n I m
aresztować 1.0	a r e S t o* v a tsi
aresztował 1.0	a r e S t o* v a w
aresztowała 1.0	a r e S t o v a* w a
aresztowań 1.0	a r e S t o* v a ni
aresztów 1.0	a r e* S t u f
aresztów 1.0	a r e* S t u v
argentyny 1.0	a r g e n t I* n I
argentynę 1.0	a r g e n t I* n e
argentynę 1.0	a r g e n t I* n en
argos 1.0	a* r g o s
argument 1.0	a r g u* m e n t
argumentacja 1.0	a r g u m e n t a* ts j a
argumentacji 1.0	a r g u m e n t a* ts i
argumentacji 1.0	a r g u m e n t a* ts j i
argumentacją 1.0	a r g u m e n t a* ts j o m
argumentacją 1.0	a r g u m e n t a* ts j on
argumentem 1.0	a r g u m e* n t e m
argumentowali 1.0	a r g u m e n t o v a* l i
argumentować 1.0	a r g u m e n t o* v a tsi
argumentował 1.0	a r g u m e n t o* v a w
argumentowała 1.0	a r g u m e n t o v a* w a
argumentu 1.0	a r g u m e* n t u
argumentując 1.0	a r g u m e n t u* j o n ts
argumentując 1.0	a r g u m e n t u* j on ts
argumenty 1.0	a r g u m e* n t I
argumentów 1.0	a r g u m e* n t u f
argumentów 1.0	a r g u m e* n t u v
arielow 1.0	a r i* e* l o f
arielow 1.0	a r i* e* l o v
arkadami 1.0	a r k a d a* m i
arkadiusz 1.0	a r k a* d j u S
arkady 1.0	a r k a* d I
arktyce 1.0	a r k t I* ts e
arktycznego 1.0	a r k t I tS n e* g o
arktycznej 1.0	a r k t I* tS n e j
arktyczny 1.0	a r k t I* tS n I
arktycznych 1.0	a r k t I* tS n I x
arktyka 1.0	a r k t I* k a
arktyki 1.0	a r k t I* k i
arktykę 1.0	a r k t I* k e
arktykę 1.0	a r k t I* k en
arkusz 1.0	a* r k u S
armatorami 1.0	a r m a t o r a* m i
armatorów 1.0	a r m a t o* r u f
armatorów 1.0	a r m a t o* r u v
armatura 1.0	a r m a t u* r a
armenia 1.0	a r m e* ni a
armenii 1.0	a r m e* ni i
armenii 1.0	a r m e* ni j i
armeńska 1.0	a r m e* ni s k a
armeńskiej 1.0	a r m e* ni s k j e j
armia 1.0	a* r m j a
armiach 1.0	a* r m j a x
armie 1.0	a* r m j e
armii 1.0	a* r m i
armii 1.0	a* r m j i
armią 1.0	a* r m j o m
armią 1.0	a* r m j on
armię 1.0	a* r m j e
armię 1.0	a* r m j en
armstrong 1.0	a* r m s t r o n g
armstrong 1.0	a* r m s t r o n k
arnold 1.0	a* r n o l d
arnold 1.0	a* r n o l t
aroganccy 1.0	a r o g a* n ts ts I
aroganckiej 1.0	a r o g a* n ts k j e j
aromat 1.0	a r o* m a t
aromatem 1.0	a r o m a* t e m
aromatu 1.0	a r o m a* t u
aromatyczną 1.0	a r o m a t I* tS n o m
aromatyczną 1.0	a r o m a t I* tS n on
aron 1.0	a* r o n
arsenalem 1.0	a r s e n a* l e m
arsenalu 1.0	a r s e n a* l u
arsenału 1.0	a r s e n a* w u
arterii 1.0	a r t e* r i
arterii 1.0	a r t e* r j i
artes 1.0	a* r t i s
artes 1.0	a* r t i z
artur 1.0	a* r t u r
artura 1.0	a r t u* r a
artykule 1.0	a r t I k u* l e
artykuł 1.0	a r t I* k u w
artykułach 1.0	a r t I k u* w a x
artykułami 1.0	a r t I k u w a* m i
